,fighter,current_lose_streak,current_win_streak,avg_head_landed,avg_KD,avg_sig_str_landed,avg_td_landed,avg_total_str_landed,longest_winning_streak,losses,total_title_bouts,win_by_ko/tko,wins,stance,height_cms,reach_cms,weight_lbs,age,total_fights
672,Michel Prazeres,0,1,19.0,0.2,27.4,3.4,43.4,2,2,0,0,3,Orthodox,167.64,170.18,170.0,34.0,5
673,Alex Oliveira,1,0,13.2,0.2,19.8,1.6,27.8,3,2,0,1,3,Orthodox,180.34,193.04,170.0,28.0,5
675,Tony Ferguson,0,7,23.63636364,0.272727273,36.27272727,0.545454545,46.36363636,7,1,1,2,10,Orthodox,180.34,193.04,155.0,32.0,11
676,Tim Boetsch,3,0,15.66666667,0.333333333,27.11111111,1.0555555559999998,43.94444444,4,9,0,4,9,Orthodox,182.88,187.96,185.0,35.0,18
677,Louis Smolka,0,3,39.2,0.2,56.6,1.6,69.6,3,1,0,1,4,Orthodox,175.26,172.72,135.0,24.0,5
680,Rani Yahya,0,2,9.555555556,0.0,15.55555556,2.222222222,51.11111111,3,3,0,0,6,Orthodox,167.64,170.18,135.0,31.0,9
681,Daniel Cormier,0,2,42.71428571,0.14285714300000002,60.28571429,1.571428571,100.42857140000001,4,1,3,1,6,Orthodox,180.34,182.88,235.0,37.0,7
682,Jose Aldo,1,0,39.375,0.375,53.625,1.5,67.375,7,1,8,2,7,Orthodox,170.18,177.8,145.0,29.0,8
683,Cain Velasquez,1,0,39.0,0.692307692,51.38461538,2.538461538,105.6923077,7,2,6,9,11,Orthodox,185.42,195.58,240.0,33.0,13
684,TJ Dillashaw,1,0,50.09090909,0.454545455,73.09090909,1.363636364,92.45454545,4,3,5,5,8,Orthodox,167.64,170.18,125.0,30.0,11
686,Gegard Mousasi,0,1,28.375,0.125,39.75,0.625,65.75,2,3,0,1,5,Orthodox,187.96,193.04,185.0,30.0,8
687,Jim Miller,2,0,16.40909091,0.13636363599999998,26.86363636,1.181818182,41.27272727,7,8,0,2,14,Southpaw,172.72,180.34,155.0,32.0,22
688,Joanna Jedrzejczyk,0,5,54.4,0.2,96.6,0.0,109.2,5,0,3,2,5,Orthodox,167.64,165.1,125.0,28.0,5
690,Gray Maynard,4,0,20.625,0.375,26.375,2.25,42.375,8,7,2,1,9,Orthodox,175.26,177.8,155.0,37.0,16
691,Cezar Ferreira,0,1,10.125,0.25,16.125,1.125,27.875,3,3,1,0,5,Southpaw,185.42,198.12,185.0,31.0,8
693,Alan Jouban,0,1,23.5,0.5,36.0,0.166666667,41.83333333,2,2,0,3,4,Southpaw,182.88,185.42,170.0,34.0,6
695,John Makdessi,2,0,32.18181818,0.454545455,58.81818182,0.0,61.81818182,3,5,0,3,6,Orthodox,172.72,172.72,155.0,31.0,11
697,Felipe Arantes,0,1,20.125,0.125,31.75,1.125,46.875,1,4,0,1,4,Orthodox,172.72,185.42,135.0,28.0,8
701,Donald Cerrone,0,1,18.45,0.4,41.4,0.7,47.95,8,4,1,5,16,Orthodox,185.42,185.42,155.0,33.0,20
703,Olivier Aubin-Mercier,1,0,22.6,0.2,35.4,2.8,60.6,3,2,1,0,3,Southpaw,175.26,177.8,155.0,27.0,5
709,Ali Bagautinov,2,0,24.8,0.4,39.4,2.4,54.4,3,2,1,1,3,Orthodox,162.56,165.1,125.0,31.0,5
711,Max Holloway,0,8,42.85714286,0.428571429,61.57142857,0.14285714300000002,67.71428571,8,3,0,5,11,Orthodox,180.34,175.26,155.0,24.0,14
712,Dan Henderson,1,0,17.0,0.375,27.0,0.875,41.8125,4,8,3,3,8,Orthodox,180.34,187.96,185.0,45.0,16
713,Dustin Poirier,0,3,31.85714286,0.571428571,43.35714286,1.142857143,53.21428571,4,3,0,4,11,Southpaw,175.26,182.88,155.0,27.0,14
715,Beneil Dariush,1,0,16.5,0.125,29.0,1.125,36.75,5,2,0,0,6,Southpaw,177.8,182.88,155.0,27.0,8
716,Sean Strickland,0,2,43.8,0.4,53.4,1.6,63.8,2,1,0,1,4,Orthodox,185.42,193.04,170.0,25.0,5
717,Chris Camozzi,0,2,25.2,0.066666667,45.53333333,0.2,56.86666667,4,7,0,1,8,Orthodox,187.96,193.04,185.0,29.0,15
718,Sara McMann,2,0,12.8,0.2,19.0,1.6,39.6,1,3,1,1,2,Orthodox,167.64,167.64,135.0,35.0,5
719,Abel Trujillo,0,2,16.75,0.375,24.75,1.25,33.625,2,3,0,3,5,Orthodox,172.72,177.8,155.0,32.0,8
721,Erik Koch,1,0,11.83333333,0.333333333,19.16666667,0.0,31.83333333,2,3,0,2,3,Southpaw,177.8,180.34,155.0,27.0,6
722,Jacare Souza,1,0,12.66666667,0.166666667,20.0,1.5,33.83333333,5,1,0,1,5,Orthodox,185.42,182.88,185.0,36.0,6
723,Mauricio Rua,0,1,22.4,0.6,36.8,1.266666667,58.8,2,8,3,6,7,Orthodox,185.42,193.04,205.0,34.0,15
724,Demian Maia,0,4,17.18181818,0.045454545,22.40909091,2.363636364,58.40909091,5,6,1,1,16,Southpaw,185.42,182.88,170.0,38.0,22
725,Thiago Santos,0,3,8.833333332999999,0.5,21.0,0.166666667,27.16666667,3,2,0,3,4,Orthodox,187.96,193.04,205.0,32.0,6
726,Francisco Trinaldo,0,5,17.58333333,0.25,31.83333333,0.75,45.83333333,5,3,0,2,9,Southpaw,175.26,177.8,155.0,37.0,12
727,John Lineker,0,3,32.0,0.8888888890000001,54.22222222,0.444444444,63.88888889,4,2,0,4,7,Orthodox,160.02,170.18,135.0,25.0,9
728,Rogerio Nogueira,2,0,20.5,0.25,28.75,0.125,38.125,2,4,0,2,4,Southpaw,187.96,190.5,205.0,39.0,8
730,Alistair Overeem,0,3,17.5,0.625,38.0,0.25,52.0,3,3,0,3,5,Orthodox,193.04,203.2,265.0,35.0,8
732,Nikita Krylov,0,3,16.33333333,0.333333333,22.16666667,0.0,39.66666667,3,2,0,2,4,Orthodox,190.5,195.58,205.0,24.0,6
734,Rustam Khabilov,0,1,15.33333333,0.166666667,19.5,3.333333333,30.83333333,3,2,0,1,4,Orthodox,172.72,185.42,155.0,29.0,6
736,Kyoji Horiguchi,0,1,34.0,0.333333333,46.5,0.833333333,67.5,4,1,1,2,5,Orthodox,165.1,167.64,125.0,25.0,6
739,Jon Jones,0,12,31.625,0.25,57.25,2.0625,72.625,12,1,9,4,15,Orthodox,193.04,213.36,205.0,28.0,16
740,Demetrious Johnson,0,9,29.15384615,0.153846154,67.0,4.538461538,108.2307692,9,2,9,1,11,Orthodox,160.02,167.64,125.0,29.0,13
741,Robert Whittaker,0,4,38.875,0.75,49.375,0.5,59.5,4,2,1,3,6,Orthodox,182.88,185.42,185.0,25.0,8
742,Sergio Pettis,0,1,42.0,0.166666667,56.33333333,1.166666667,71.5,2,2,0,0,4,Orthodox,167.64,175.26,135.0,22.0,6
746,Glover Teixeira,0,2,36.66666667,0.333333333,41.66666667,1.6666666669999999,62.0,5,2,1,2,7,Orthodox,187.96,193.04,205.0,36.0,9
748,Khabib Nurmagomedov,0,6,24.5,0.333333333,32.5,5.833333333,53.66666667,6,0,0,1,6,Orthodox,177.8,177.8,155.0,27.0,6
749,Cub Swanson,2,0,29.11111111,0.444444444,43.22222222,0.666666667,53.33333333,6,3,0,4,6,Orthodox,172.72,177.8,145.0,32.0,9
750,John Dodson,1,0,21.0,0.875,40.125,0.875,51.0,3,2,3,3,6,Orthodox,160.02,167.64,135.0,31.0,8
752,Derrick Lewis,0,2,18.28571429,0.0,20.42857143,0.428571429,24.0,2,2,0,5,5,Orthodox,190.5,200.66,260.0,31.0,7
756,Mairbek Taisumov,0,3,15.0,0.4,25.6,1.4,31.6,3,1,0,3,4,Orthodox,175.26,185.42,155.0,27.0,5
758,Mark Hunt,0,1,26.63636364,0.636363636,30.81818182,0.636363636,49.27272727,4,5,1,5,6,Orthodox,177.8,182.88,265.0,41.0,11
764,Ross Pearson,1,0,24.16666667,0.333333333,40.61111111,0.7222222220000001,52.22222222,3,8,1,4,10,Orthodox,172.72,175.26,155.0,31.0,18
766,Corey Anderson,0,2,52.4,0.0,64.8,3.8,97.8,2,1,1,1,4,Orthodox,190.5,200.66,205.0,26.0,5
767,Amanda Nunes,0,2,14.8,0.4,17.6,0.8,25.6,2,1,0,3,4,Orthodox,172.72,175.26,145.0,27.0,5
769,Darren Elkins,0,1,23.23076923,0.076923077,30.30769231,1.692307692,72.38461538,5,4,0,2,9,Orthodox,177.8,180.34,145.0,31.0,13
770,Diego Sanchez,1,0,25.54545455,0.272727273,35.59090909,1.181818182,46.77272727,6,8,2,5,14,Southpaw,177.8,182.88,170.0,34.0,22
772,Gegard Mousasi,1,0,24.57142857,0.14285714300000002,33.85714286,0.7142857140000001,61.57142857,2,3,0,1,4,Orthodox,187.96,193.04,185.0,30.0,7
778,Donald Cerrone,1,0,19.42105263,0.42105263200000004,43.36842105,0.684210526,50.10526316,8,4,1,5,15,Orthodox,185.42,185.42,155.0,32.0,19
779,Derek Brunson,0,3,16.16666667,0.333333333,21.66666667,1.8333333330000001,49.16666667,3,1,0,2,5,Southpaw,185.42,195.58,185.0,32.0,6
781,Dennis Bermudez,2,0,33.0,0.5,46.4,2.9,73.6,7,3,1,1,7,Orthodox,167.64,167.64,155.0,29.0,10
782,Chris Camozzi,0,1,26.42857143,0.0,48.0,0.214285714,60.14285714,4,7,0,0,7,Orthodox,187.96,193.04,185.0,29.0,14
783,James Krause,0,1,33.5,0.0,49.16666667,0.333333333,55.5,1,3,0,1,3,Orthodox,187.96,185.42,170.0,29.0,6
786,Roy Nelson,3,0,17.26666667,0.533333333,21.66666667,0.533333333,30.93333333,3,8,1,7,7,Orthodox,182.88,182.88,263.0,39.0,15
787,Ovince Saint Preux,1,0,12.75,0.25,18.625,0.625,22.375,4,2,0,4,6,Southpaw,190.5,203.2,205.0,32.0,8
788,Joseph Benavidez,0,4,24.16666667,0.333333333,44.0,1.166666667,54.0,4,2,2,3,10,Southpaw,162.56,165.1,125.0,31.0,12
790,Mike Pyle,2,0,13.26666667,0.26666666699999997,19.8,1.0,46.4,4,6,0,4,9,Orthodox,182.88,187.96,170.0,40.0,15
791,Joshua Burkman,6,0,16.23076923,0.153846154,29.46153846,2.076923077,38.07692308,2,8,0,1,5,Orthodox,177.8,182.88,170.0,35.0,13
792,Derrick Lewis,0,1,19.16666667,0.0,21.5,0.333333333,25.5,2,2,0,4,4,Orthodox,190.5,200.66,260.0,30.0,6
793,Anthony Johnson,0,1,14.625,0.75,21.5,1.125,39.625,3,5,1,9,11,Orthodox,187.96,198.12,205.0,31.0,16
795,Rafael Natal,0,3,22.30769231,0.307692308,40.07692308,2.461538462,65.30769231,3,5,0,0,8,Orthodox,182.88,193.04,185.0,33.0,13
796,Alex Caceres,3,0,25.25,0.083333333,39.83333333,0.166666667,52.91666667,2,7,0,0,5,Southpaw,177.8,185.42,145.0,27.0,12
798,Travis Browne,1,0,13.16666667,0.41666666700000005,20.83333333,0.666666667,25.66666667,3,4,0,6,8,Orthodox,198.12,200.66,255.0,33.0,12
799,Patrick Cote,0,2,17.72222222,0.27777777800000003,29.44444444,0.5555555560000001,50.94444444,4,9,2,3,9,Orthodox,180.34,180.34,170.0,35.0,18
802,Ilir Latifi,0,1,5.2,0.2,8.6,0.6,9.4,2,2,0,2,3,Orthodox,177.8,185.42,205.0,32.0,5
806,Robbie Lawler,0,4,37.93333333,0.533333333,48.4,1.066666667,60.33333333,4,4,3,6,11,Southpaw,180.34,187.96,170.0,33.0,15
807,Stipe Miocic,0,1,46.88888889,0.222222222,59.44444444,1.7777777780000001,99.88888889,3,2,0,4,7,Orthodox,193.04,203.2,240.0,33.0,9
808,Abel Trujillo,0,1,18.85714286,0.428571429,27.71428571,1.428571429,37.85714286,2,3,0,3,4,Orthodox,172.72,177.8,155.0,32.0,7
809,Michael McDonald,1,0,22.0,0.7142857140000001,28.14285714,0.857142857,31.0,4,2,1,2,5,Orthodox,175.26,177.8,135.0,24.0,7
810,Dustin Poirier,0,2,29.84615385,0.615384615,41.15384615,0.923076923,50.53846154,4,3,0,4,10,Southpaw,175.26,182.88,155.0,26.0,13
812,Rafael Dos Anjos,0,4,20.5,0.27777777800000003,36.33333333,2.166666667,59.0,5,5,1,3,13,Southpaw,172.72,177.8,170.0,31.0,18
813,Charles Oliveira,1,0,12.78571429,0.14285714300000002,23.92857143,1.071428571,37.07142857,4,6,0,0,8,Orthodox,177.8,187.96,155.0,26.0,14
814,Nik Lentz,1,0,24.4,0.066666667,41.0,3.4,87.2,4,6,0,1,9,Orthodox,172.72,172.72,155.0,31.0,15
816,Demian Maia,0,3,15.85714286,0.047619048,21.23809524,2.3809523809999997,52.0,5,6,1,1,15,Southpaw,185.42,182.88,170.0,38.0,21
817,Max Holloway,0,7,43.07692308,0.46153846200000004,61.92307692,0.076923077,66.84615385,7,3,0,5,10,Orthodox,180.34,175.26,155.0,24.0,13
818,Urijah Faber,1,0,29.16666667,0.25,40.25,1.5,56.5,4,4,3,0,8,Orthodox,167.64,170.18,135.0,36.0,12
822,Court McGee,1,0,46.875,0.0,77.25,2.0,94.625,3,3,1,0,5,Orthodox,180.34,190.5,170.0,30.0,8
823,Frankie Edgar,0,4,43.05555556,0.111111111,65.22222222,3.388888889,98.72222222,5,5,7,3,13,Orthodox,167.64,172.72,145.0,34.0,18
825,Gabriel Gonzaga,3,0,8.55,0.35,13.4,1.05,21.45,4,9,1,7,11,Orthodox,187.96,193.04,242.0,36.0,20
826,Ryan LaFlare,1,0,28.6,0.2,53.8,3.8,77.6,4,1,0,0,4,Southpaw,185.42,187.96,170.0,32.0,5
829,Tim Means,1,0,26.9,0.5,43.5,0.7,63.1,4,4,0,2,6,Orthodox,187.96,190.5,170.0,31.0,10
834,Benson Henderson,0,1,24.61538462,0.23076923100000002,56.92307692,2.230769231,88.69230769,7,3,5,0,10,Southpaw,175.26,177.8,170.0,32.0,13
835,Dong Hyun Kim,0,1,18.53333333,0.26666666699999997,24.2,2.2,62.6,4,4,0,3,11,Southpaw,187.96,193.04,170.0,34.0,15
841,Neil Magny,0,1,30.83333333,0.083333333,43.66666667,2.25,82.58333333,7,3,0,3,9,Orthodox,190.5,203.2,170.0,28.0,12
842,Ricardo Lamas,1,0,9.375,0.25,23.625,1.0,37.0,4,2,1,2,6,Orthodox,172.72,180.34,145.0,33.0,8
843,Erik Perez,1,0,14.5,0.5,27.33333333,2.166666667,51.16666667,3,2,0,2,4,Orthodox,172.72,172.72,135.0,26.0,6
846,Mark Hunt,2,0,28.6,0.6,32.7,0.7,52.9,4,5,1,4,5,Orthodox,177.8,182.88,265.0,41.0,10
848,Kyle Noke,0,1,13.75,0.25,26.875,1.0,34.25,3,3,0,2,5,Southpaw,185.42,193.04,170.0,35.0,8
852,Vitor Belfort,1,0,9.05,0.5,11.0,0.3,15.25,3,7,6,10,13,Southpaw,182.88,187.96,185.0,38.0,20
853,Glover Teixeira,0,1,34.875,0.375,40.125,1.875,62.375,5,2,1,1,6,Orthodox,187.96,193.04,205.0,36.0,8
859,Darren Elkins,1,0,22.16666667,0.083333333,29.5,1.25,69.08333333,5,4,0,2,8,Orthodox,177.8,180.34,145.0,31.0,12
860,Daniel Cormier,0,1,31.33333333,0.166666667,47.0,1.6666666669999999,80.66666667,4,1,2,1,5,Orthodox,180.34,182.88,235.0,36.0,6
861,Ryan Bader,0,4,18.25,0.375,26.625,2.5,51.1875,5,4,1,3,12,Orthodox,187.96,187.96,205.0,32.0,16
862,Joseph Benavidez,0,3,23.45454545,0.363636364,43.63636364,1.2727272729999999,54.54545455,3,2,2,3,9,Southpaw,162.56,165.1,125.0,31.0,11
865,Derrick Lewis,1,0,15.8,0.0,17.6,0.4,20.4,2,2,0,3,3,Orthodox,190.5,200.66,260.0,30.0,5
866,Josh Barnett,1,0,13.57142857,0.14285714300000002,22.57142857,0.571428571,40.14285714,4,2,1,4,5,Orthodox,190.5,198.12,250.0,37.0,7
867,Kyoji Horiguchi,1,0,29.0,0.4,40.2,1.0,65.0,4,1,1,2,4,Orthodox,165.1,167.64,125.0,24.0,5
868,Takeya Mizugaki,2,0,35.0,0.272727273,47.81818182,1.454545455,71.63636364,5,4,0,1,7,Orthodox,170.18,172.72,135.0,31.0,11
872,Demetrious Johnson,0,8,26.83333333,0.166666667,65.25,4.583333333,103.66666670000001,8,2,8,1,10,Orthodox,160.02,167.64,125.0,29.0,12
873,Andrei Arlovski,0,6,13.29411765,0.588235294,21.58823529,0.117647059,28.88235294,6,4,5,9,13,Orthodox,190.5,195.58,240.0,36.0,17
874,Anthony Johnson,1,0,14.53333333,0.7333333329999999,21.26666667,1.066666667,39.8,3,5,1,8,10,Orthodox,187.96,198.12,205.0,31.0,15
876,Ross Pearson,1,0,24.875,0.375,40.0625,0.625,51.375,3,7,1,4,9,Orthodox,172.72,175.26,155.0,30.0,16
877,Joe Riggs,3,0,10.5,0.0,13.0,1.1,20.2,1,6,0,1,4,Southpaw,182.88,177.8,185.0,32.0,10
878,Max Holloway,0,6,46.16666667,0.5,65.91666667,0.083333333,71.25,6,3,0,4,9,Orthodox,180.34,175.26,155.0,23.0,12
879,Neil Magny,1,0,28.27272727,0.090909091,41.45454545,2.090909091,78.09090909,7,3,0,3,8,Orthodox,190.5,203.2,170.0,28.0,11
880,Patrick Cote,0,1,15.94117647,0.235294118,27.64705882,0.588235294,47.70588235,4,9,2,2,8,Orthodox,180.34,180.34,170.0,35.0,17
884,Glover Teixeira,2,0,33.0,0.428571429,38.28571429,1.428571429,53.0,5,2,1,1,5,Orthodox,187.96,193.04,205.0,35.0,7
885,Derek Brunson,0,2,14.2,0.4,20.6,2.2,48.4,2,1,0,1,4,Southpaw,185.42,195.58,185.0,31.0,5
886,Jared Rosholt,0,1,17.8,0.0,30.2,1.4,83.6,3,1,0,1,4,Orthodox,187.96,190.5,265.0,29.0,5
888,Uriah Hall,1,0,17.5,0.333333333,36.16666667,1.0,47.33333333,3,3,1,0,3,Orthodox,182.88,200.66,185.0,31.0,6
889,Chris Camozzi,5,0,23.46153846,0.0,45.0,0.0,56.15384615,4,7,0,0,6,Orthodox,187.96,193.04,185.0,28.0,13
890,Dustin Ortiz,1,0,22.6,0.0,42.4,2.4,85.8,2,2,0,1,3,Orthodox,165.1,165.1,125.0,26.0,5
893,Ronda Rousey,0,5,9.4,0.2,15.0,1.6,42.0,5,0,5,2,5,Orthodox,170.18,172.72,135.0,28.0,5
894,Mauricio Rua,2,0,21.85714286,0.642857143,35.64285714,1.214285714,57.14285714,2,8,3,6,6,Orthodox,185.42,193.04,205.0,33.0,14
895,Stefan Struve,2,0,10.85714286,0.14285714300000002,18.92857143,0.214285714,30.85714286,4,5,0,4,9,Orthodox,210.82,213.36,265.0,27.0,14
896,Antonio Silva,4,0,12.71428571,0.428571429,20.28571429,0.0,30.57142857,2,5,1,2,2,Orthodox,193.04,203.2,264.0,35.0,7
898,Demian Maia,0,2,16.0,0.05,21.65,2.4,51.8,5,6,1,1,14,Southpaw,185.42,182.88,170.0,37.0,20
900,Iuri Alcantara,1,0,17.7,0.2,25.3,1.4,48.3,3,4,0,2,6,Southpaw,175.26,180.34,135.0,34.0,10
902,TJ Dillashaw,0,3,44.77777778,0.5555555560000001,64.22222222,1.5555555559999998,79.66666667,4,2,3,4,7,Orthodox,167.64,170.18,125.0,29.0,9
903,Miesha Tate,0,3,21.6,0.0,30.4,1.2,65.4,3,2,1,0,3,Orthodox,167.64,165.1,135.0,28.0,5
904,Edson Barboza,1,0,15.58333333,0.666666667,36.91666667,0.333333333,37.41666667,4,3,0,5,9,Orthodox,180.34,190.5,155.0,29.0,12
905,Joe Lauzon,1,0,16.27777778,0.111111111,18.44444444,1.277777778,26.77777778,3,7,0,2,11,Orthodox,177.8,180.34,155.0,31.0,18
906,Jim Miller,2,0,15.68421053,0.15789473699999998,25.42105263,1.263157895,40.36842105,7,6,0,2,13,Southpaw,172.72,180.34,155.0,31.0,19
908,Michael Bisping,0,1,37.91304348,0.21739130399999998,50.86956522,1.1304347829999999,65.17391304,4,7,1,9,16,Orthodox,185.42,190.5,185.0,36.0,23
918,Frank Mir,0,1,6.25,0.291666667,12.41666667,0.833333333,21.70833333,4,9,5,4,15,Southpaw,190.5,200.66,264.0,36.0,24
922,Sam Sicilia,0,1,17.25,0.125,25.75,1.0,37.25,1,4,0,3,4,Orthodox,172.72,170.18,145.0,29.0,8
923,Jessica Andrade,1,0,49.6,0.2,61.4,1.2,74.2,3,2,0,0,3,Orthodox,154.94,157.48,115.0,23.0,5
924,Rani Yahya,0,1,9.0,0.0,14.5,2.0,54.25,3,3,0,0,5,Orthodox,167.64,170.18,135.0,30.0,8
926,Jorge Masvidal,1,0,35.57142857,0.14285714300000002,54.85714286,1.714285714,79.85714286,3,2,0,0,5,Orthodox,180.34,187.96,170.0,30.0,7
927,Maximo Blanco,0,2,40.5,0.166666667,51.83333333,1.6666666669999999,73.0,2,3,0,0,3,Orthodox,172.72,180.34,145.0,31.0,6
930,Robbie Lawler,0,3,35.78571429,0.5,46.85714286,1.142857143,59.21428571,3,4,2,5,10,Southpaw,180.34,187.96,170.0,33.0,14
931,Gunnar Nelson,1,0,20.4,0.0,26.6,1.2,33.0,4,1,0,0,4,Switch,180.34,182.88,170.0,26.0,5
932,Matt Brown,2,0,22.52631579,0.36842105299999994,36.78947368,1.1578947370000001,56.0,7,7,0,9,12,Orthodox,182.88,190.5,170.0,34.0,19
946,Kelvin Gastelum,1,0,22.33333333,0.166666667,36.5,1.0,53.83333333,5,1,1,0,5,Southpaw,175.26,180.34,185.0,23.0,6
949,Efrain Escudero,0,1,24.11111111,0.5555555560000001,37.77777778,1.111111111,72.55555556,2,5,1,1,4,Orthodox,175.26,177.8,155.0,29.0,9
951,Ben Rothwell,0,2,17.85714286,0.428571429,22.71428571,1.0,35.85714286,2,3,0,3,4,Orthodox,193.04,198.12,265.0,33.0,7
952,Dustin Poirier,0,1,30.25,0.5,42.33333333,0.916666667,51.75,4,3,0,3,9,Southpaw,175.26,182.88,155.0,26.0,12
953,Francisco Rivera,2,0,26.14285714,0.571428571,39.42857143,0.7142857140000001,51.14285714,2,4,0,2,3,Orthodox,172.72,172.72,135.0,33.0,7
954,Shawn Jordan,0,2,20.0,0.25,24.0,0.625,34.25,2,3,0,5,5,Southpaw,182.88,190.5,260.0,30.0,8
956,Joe Proctor,1,0,20.6,0.4,27.6,0.0,33.0,2,2,0,2,3,Orthodox,177.8,182.88,155.0,29.0,5
957,Carlos Condit,1,0,28.0,0.4,51.0,0.4,106.5,5,4,2,4,6,Orthodox,187.96,190.5,170.0,31.0,10
959,Francisco Trinaldo,0,2,14.44444444,0.222222222,27.55555556,0.8888888890000001,45.55555556,2,3,0,1,6,Southpaw,175.26,177.8,155.0,36.0,9
960,Jussier Formiga,0,2,7.0,0.0,9.0,1.4,22.4,2,2,0,0,3,Orthodox,165.1,170.18,125.0,30.0,5
962,Chris Weidman,0,8,23.75,0.375,30.25,2.5,49.625,8,0,3,3,8,Orthodox,187.96,198.12,185.0,30.0,8
963,Donald Cerrone,0,7,19.05882353,0.470588235,44.05882353,0.764705882,51.58823529,7,3,0,4,14,Orthodox,185.42,185.42,155.0,32.0,17
964,Joseph Benavidez,0,2,22.3,0.4,41.7,1.0,48.4,3,2,2,3,8,Southpaw,162.56,165.1,125.0,30.0,10
965,John Dodson,0,2,23.16666667,1.166666667,38.66666667,0.666666667,44.66666667,3,1,2,3,5,Orthodox,160.02,167.64,135.0,30.0,6
966,Dong Hyun Kim,1,0,18.0,0.28571428600000004,23.78571429,2.285714286,57.42857143,4,4,0,3,10,Southpaw,187.96,193.04,170.0,33.0,14
968,Frankie Edgar,0,3,43.23529412,0.117647059,64.17647059,3.2941176469999998,99.17647059,5,5,7,3,12,Orthodox,167.64,172.72,145.0,33.0,17
969,Gegard Mousasi,0,1,24.0,0.2,32.8,0.0,51.8,1,2,0,1,3,Orthodox,187.96,193.04,185.0,29.0,5
970,Mark Munoz,3,0,14.35714286,0.14285714300000002,25.64285714,1.357142857,37.85714286,4,6,0,4,8,Orthodox,182.88,182.88,185.0,37.0,14
974,Stipe Miocic,1,0,39.625,0.25,52.75,1.25,67.25,3,2,0,3,6,Orthodox,193.04,203.2,240.0,32.0,8
975,Kyle Noke,1,0,13.85714286,0.28571428600000004,26.28571429,1.142857143,32.85714286,3,3,0,2,4,Southpaw,185.42,193.04,170.0,35.0,7
977,Demetrious Johnson,0,7,27.36363636,0.181818182,65.18181818,3.727272727,99.54545455,7,2,7,1,9,Orthodox,160.02,167.64,125.0,28.0,11
978,Rampage Jackson,3,0,22.33333333,0.666666667,34.58333333,0.5,56.33333333,3,5,4,3,7,Orthodox,185.42,185.42,205.0,36.0,12
979,Michael Bisping,1,0,37.09090909,0.22727272699999998,49.77272727,1.181818182,64.5,4,7,1,9,15,Orthodox,185.42,190.5,185.0,36.0,22
980,John Makdessi,1,0,31.5,0.375,51.75,0.0,54.375,3,3,0,2,5,Orthodox,172.72,172.72,155.0,29.0,8
981,Patrick Cote,1,0,16.25,0.25,28.0625,0.4375,43.8125,4,9,2,2,7,Orthodox,180.34,180.34,170.0,35.0,16
988,Ovince Saint Preux,0,1,11.83333333,0.166666667,16.83333333,0.833333333,20.83333333,4,1,0,3,5,Southpaw,190.5,203.2,205.0,32.0,6
989,Diego Brandao,2,0,14.57142857,0.28571428600000004,21.57142857,1.857142857,37.42857143,3,3,1,0,4,Orthodox,170.18,172.72,145.0,27.0,7
993,Chad Mendes,1,0,19.11111111,0.444444444,30.33333333,2.222222222,35.88888889,5,2,2,4,7,Orthodox,167.64,167.64,145.0,29.0,9
994,Michael Chiesa,1,0,9.833333332999999,0.166666667,15.66666667,1.333333333,37.5,2,2,1,0,4,Southpaw,185.42,190.5,170.0,27.0,6
995,Clay Guida,1,0,17.6,0.2,28.45,2.7,57.4,4,9,0,1,11,Orthodox,170.18,177.8,155.0,33.0,20
996,Dustin Poirier,1,0,31.18181818,0.363636364,44.0,1.0,53.81818182,4,3,0,2,8,Southpaw,175.26,182.88,155.0,26.0,11
999,Demian Maia,0,1,15.15789474,0.052631579000000005,20.89473684,2.263157895,50.52631579,5,6,1,1,13,Southpaw,185.42,182.88,170.0,37.0,19
1000,Erick Silva,0,1,7.555555556,0.222222222,12.66666667,0.333333333,16.44444444,1,4,0,2,5,Orthodox,182.88,187.96,170.0,30.0,9
1004,Godofredo Pepey,0,2,8.833333332999999,0.166666667,14.66666667,0.166666667,36.66666667,2,3,1,1,3,Orthodox,170.18,185.42,145.0,27.0,6
1005,Francisco Trinaldo,0,1,12.625,0.25,26.125,0.625,39.875,2,3,0,1,5,Southpaw,175.26,177.8,155.0,36.0,8
1008,Johny Hendricks,1,0,32.07142857,0.428571429,47.57142857,3.214285714,72.21428571,6,3,3,5,11,Southpaw,175.26,175.26,185.0,31.0,14
1009,Ross Pearson,1,0,26.57142857,0.35714285700000004,42.85714286,0.7142857140000001,53.57142857,3,6,1,3,8,Orthodox,172.72,175.26,155.0,30.0,14
1013,Jake Ellenberger,3,0,16.69230769,0.615384615,23.15384615,1.692307692,34.69230769,6,5,0,4,8,Orthodox,175.26,180.34,170.0,29.0,13
1015,Tony Ferguson,0,4,20.25,0.25,30.5,0.625,40.375,4,1,1,2,7,Orthodox,180.34,193.04,155.0,31.0,8
1020,Benson Henderson,2,0,24.5,0.25,56.91666667,2.166666667,89.0,7,3,5,0,9,Southpaw,175.26,177.8,170.0,31.0,12
1021,Max Holloway,0,4,46.3,0.6,65.2,0.0,70.3,4,3,0,4,7,Orthodox,180.34,175.26,155.0,23.0,10
1022,Neil Magny,0,5,28.125,0.125,42.125,2.25,80.25,5,2,0,2,6,Orthodox,190.5,203.2,170.0,27.0,8
